date,open,high,low,close,adj_close,volume,symbol,name,region,currency,source
2021-01-27,6527.68,6564.286,6481.157,6557.161,6557.161,13976004900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-01-28,6475.861,6529.842,6405.814,6414.381,6414.381,14482540600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-01-29,6448.67,6462.374,6255.703,6346.137,6346.137,14604158100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-01,6338.645,6397.014,6328.336,6393.278,6393.278,13732518300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-02,6404.853,6459.48,6361.088,6454.785,6454.785,13239431300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-03,6459.664,6484.493,6399.332,6399.332,6399.332,14545715500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-04,6375.672,6414.298,6249.531,6328.788,6328.788,14886133000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-05,6343.83,6382.957,6236.267,6239.871,6239.871,13513287900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-08,6247.919,6354.02,6215.728,6323.162,6323.162,11613400400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-09,6334.416,6468.428,6330.792,6457.881,6457.881,11931911000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-10,6474.75,6542.745,6424.721,6525.166,6525.166,11904265900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-18,6657.307,6678.613,6564.306,6614.544,6614.544,16689239200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-19,6600.246,6706.39,6542.782,6703.482,6703.482,17876781700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-22,6731.505,6810.922,6657.056,6657.056,6657.056,23706558500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-23,6613.601,6701.43,6609.078,6631.229,6631.229,19265686600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-24,6633.282,6661.433,6477.751,6536.186,6536.186,17371883200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-25,6600.205,6609.564,6484.555,6499.153,6499.153,16206818200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-02-26,6365.739,6446.946,6346.133,6364.353,6364.353,15076020600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-01,6407.164,6491.937,6404.889,6488.439,6488.439,15860843700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-02,6514.021,6514.021,6386.49,6433.328,6433.328,16587706900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-03,6426.037,6528.222,6420.207,6524.751,6524.751,17101752400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-04,6482.787,6485.164,6371.73,6401.992,6401.992,19433461600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-05,6325.752,6442.016,6319.532,6403.496,6403.496,16650488500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-08,6453.78,6488.819,6253.697,6256.409,6256.409,16854633900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-09,6235.314,6250.935,6033.408,6108.003,6108.003,19643268600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-10,6164.768,6179.854,6053.019,6062.255,6062.255,14255427900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-11,6074.335,6213.934,6045.549,6213.832,6213.832,16081464300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-12,6231.485,6232.501,6137.99,6222.38,6222.38,17574617800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-15,6192.299,6229.572,6111.358,6173.872,6173.872,17079969100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-16,6176.069,6222.182,6124.777,6195.244,6195.244,15284599200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-17,6180.893,6230.559,6124.05,6225.359,6225.359,13484039600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-18,6231.193,6300.945,6227.193,6273.856,6273.856,14072566500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-19,6195.253,6258.132,6167.507,6206.602,6206.602,14323827500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-22,6208.932,6307.548,6206.081,6305.692,6305.692,14304144500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-23,6307.98,6307.98,6181.134,6219.167,6219.167,15096405200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-24,6180.312,6232.131,6131.823,6142.544,6142.544,14767311100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-25,6118.87,6190.938,6108.261,6157.407,6157.407,12930709300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-26,6164.824,6264.555,6164.824,6251.794,6251.794,12888761000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-29,6269.999,6277.765,6215.798,6254.943,6254.943,13963389400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-30,6239.47,6287.874,6217.327,6280.359,6280.359,13440958400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-03-31,6277.696,6277.696,6205.939,6254.07,6254.07,12512849200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-01,6259.414,6321.58,6238.307,6311.664,6311.664,13037481800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-02,6316.556,6341.655,6291.714,6326.606,6326.606,12393887100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-06,6345.891,6367.785,6323.242,6343.096,6343.096,11148915800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-07,6350.378,6350.378,6289.065,6348.076,6348.076,15001677500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-08,6332.926,6385.195,6309.123,6356.753,6356.753,17374127800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-09,6345.29,6360.45,6307.656,6335.239,6335.239,14130690000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-12,6325.264,6344.162,6203.569,6226.418,6226.418,15544143900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-13,6210.223,6254.897,6193.809,6209.78,6209.78,13038770900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-14,6206.637,6287.838,6206.637,6277.211,6277.211,11743821700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-15,6263.628,6281.426,6211.66,6276.461,6276.461,11977617600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-16,6283.862,6344.947,6276.432,6339.591,6339.591,12676465300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-19,6331.71,6431.777,6315.083,6425.261,6425.261,14220093000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-20,6419.731,6467.381,6410.278,6428.541,6428.541,13467452300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-21,6396.272,6434.63,6369.77,6420.259,6420.259,12105173300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-22,6444.284,6472.804,6424.754,6445.466,6445.466,12492387700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-23,6445.516,6463.975,6412.988,6462.756,6462.756,12611730600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-26,6480.3,6546.643,6437.191,6442.645,6442.645,14496413900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-27,6434.613,6466.252,6399.436,6446.282,6446.282,12589471200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-28,6433.099,6489.744,6410.317,6489.744,6489.744,11723494300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-29,6495.646,6502.425,6453.52,6491.928,6491.928,12830543900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-04-30,6470.353,6503.154,6434.73,6485.708,6485.708,14425423900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-06,6503.601,6548.066,6440.331,6489.349,6489.349,15414198100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-07,6505.575,6524.18,6439.895,6444.443,6444.443,17751874900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-10,6461.418,6493.497,6437.107,6475.994,6475.994,18908013400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-11,6436.292,6472.869,6349.787,6456.038,6456.038,18726361100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-12,6434.914,6521.488,6419.737,6512.05,6512.05,15649093000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-13,6448.96,6496.996,6426.576,6439.027,6439.027,15965864600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-14,6454.679,6525.804,6421.208,6525.804,6525.804,16624340700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-17,6521.886,6613.895,6521.886,6578.14,6578.14,15936375800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-18,6578.971,6604.685,6558.778,6599.599,6599.599,13250549100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-19,6582.104,6590.981,6544.841,6584.387,6584.387,13518125500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-20,6541.093,6580.437,6506.408,6548.711,6548.711,16232992300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-21,6557.488,6570.457,6512.806,6527.864,6527.864,13435069500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-24,6515.833,6564.071,6494.616,6544.122,6544.122,13722661200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-25,6549.344,6628.693,6524.303,6619.671,6619.671,14469203600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-26,6631.366,6642.38,6612.423,6628.207,6628.207,15623700300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-27,6629.237,6685.483,6620.72,6685.405,6685.405,14516667600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-28,6699.284,6718.09,6643.644,6668.17,6668.17,15731838500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-05-31,6681.55,6729.074,6667.258,6728.991,6728.991,14692949300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-01,6718.643,6742.98,6656.663,6739.762,6739.762,16109195700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-02,6740.503,6748.151,6662.751,6681.429,6681.429,15736532000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-03,6680.105,6744.518,6654.455,6667.726,6667.726,15488569100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-04,6642.06,6725.686,6628.006,6693.057,6693.057,13786640400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-07,6705.736,6729.845,6689.702,6721.502,6721.502,14056089600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-08,6726.087,6752.627,6652.391,6684.563,6684.563,13868494700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-09,6677.138,6712.252,6656.055,6692.905,6692.905,13651103400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-10,6688.819,6773.456,6683.494,6765.644,6765.644,15428096400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-11,6773.642,6775.863,6717.273,6725.915,6725.915,16956960700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-15,6734.095,6736.537,6649.204,6663.662,6663.662,15220925000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-16,6659.494,6662.778,6554.893,6566.286,6566.286,13680787700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-17,6554.301,6618.504,6554.301,6616.174,6616.174,12449256200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-18,6610.266,6671.882,6587.035,6657.764,6657.764,13802258100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-21,6652.653,6722.984,6638.517,6707.176,6707.176,14303117200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-22,6723.298,6748.966,6691.822,6739.794,6739.794,14654349700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-23,6741.577,6803.974,6720.582,6789.946,6789.946,15530960900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-24,6791.861,6791.861,6743.327,6754.866,6754.866,14504652200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-25,6748.866,6824.858,6739.016,6813.414,6813.414,15148565900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-28,6814.317,6843.519,6802.858,6828.516,6828.516,14550405000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-29,6833.057,6835.048,6756.916,6765.42,6765.42,13662572200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-06-30,6767.742,6812.38,6757.34,6808.183,6808.183,12540616100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-01,6827.697,6827.697,6716.666,6716.666,6716.666,13835081100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-02,6701.064,6718.505,6651.485,6658.045,6658.045,13647228700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-05,6670.126,6716.147,6663.544,6711.014,6711.014,13473472100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-06,6727.967,6747.847,6633.615,6709.498,6709.498,14501795400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-07,6661.854,6765.434,6642.571,6764.132,6764.132,14764695200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-08,6774.845,6797.077,6740.85,6748.654,6748.654,15956454300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-09,6721.609,6814.653,6683.786,6804.539,6804.539,16610700400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-12,6852.475,6926.758,6840.018,6904.382,6904.382,19356104400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-13,6901.812,6961.974,6889.026,6961.848,6961.848,17962084300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-14,6953.822,6973.615,6898.75,6898.75,6898.75,17173544800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-15,6874.805,6936.579,6828.482,6932.406,6932.406,17322110800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-16,6931.051,6992.834,6922.346,6925.123,6925.123,18490785800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-19,6912.098,6931.144,6856.65,6889.338,6889.338,16973481800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-20,6831.051,6901.133,6825.823,6901.132,6901.132,14014063000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-21,6923.612,6998.285,6922.921,6984.542,6984.542,16300927100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-22,6996.255,7026.734,6960.297,7026.548,7026.548,19023331600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-23,7036.298,7061.668,6968.307,6985.75,6985.75,22507907400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-26,6974.109,6986.497,6778.497,6868.207,6868.207,20819723900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-27,6877.442,6925.971,6719.256,6719.256,6719.256,22861433900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-28,6650.152,6709.226,6534.918,6621.985,6621.985,19726716600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-29,6720.616,6773.567,6682.119,6758.887,6758.887,17101788500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-07-30,6739.755,6775.006,6702.511,6767.316,6767.316,18971173400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-02,6756.813,6875.416,6731.776,6872.0,6872.0,20620517300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-03,6844.37,6879.593,6792.712,6816.011,6816.011,19418943200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-04,6814.085,6931.781,6813.228,6931.337,6931.337,17406434700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-05,6920.939,6946.335,6880.691,6911.829,6911.829,17937188500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-06,6929.023,6947.536,6885.647,6938.868,6938.868,17235691200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-09,6914.322,6989.706,6877.195,6979.526,6979.526,17383337100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-10,6970.826,7019.685,6958.805,7019.228,7019.228,17308796200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-11,7024.769,7076.373,6999.933,7073.522,7073.522,18835790600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-12,7059.467,7115.887,7051.013,7095.202,7095.202,19407912500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-13,7070.471,7124.922,7050.305,7088.888,7088.888,19219060400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-16,7087.58,7102.396,7039.103,7052.488,7052.488,18817888600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-17,7045.755,7063.018,6876.499,6894.404,6894.404,20193637200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-18,6883.266,6950.885,6865.066,6941.008,6941.008,17536733100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-19,6917.509,6978.983,6869.293,6947.056,6947.056,17181358900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-20,6915.018,6952.519,6843.002,6920.025,6920.025,17562713900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-23,6949.332,7031.884,6949.332,7024.565,7024.565,18945660800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-24,7031.648,7098.029,7009.69,7090.782,7090.782,20272689500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-25,7092.147,7153.274,7058.571,7153.004,7153.004,19812689000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-26,7151.53,7175.512,7115.845,7118.844,7118.844,23017619600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-27,7096.655,7185.727,7083.211,7180.109,7180.109,22383046300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-30,7202.626,7262.604,7190.614,7226.882,7226.882,25064914800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-08-31,7202.524,7255.342,7159.302,7255.342,7255.342,24510834200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-01,7271.034,7278.156,7100.307,7193.1,7193.1,29552014000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-02,7172.399,7309.332,7172.399,7307.008,7307.008,25341169800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-03,7335.696,7385.243,7227.035,7278.681,7278.681,28880124000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-06,7297.361,7359.537,7231.729,7355.401,7355.401,25587515300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-07,7360.383,7501.126,7350.696,7498.926,7498.926,26072754100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-08,7496.334,7549.454,7483.871,7544.041,7544.041,27284780800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-09,7534.982,7617.657,7526.969,7617.451,7617.451,28720406800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-10,7613.604,7661.426,7564.261,7607.675,7607.675,29346864200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-13,7613.54,7650.879,7566.776,7648.748,7648.748,26361861000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-14,7630.715,7688.604,7544.016,7556.616,7556.616,27150151200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-15,7535.251,7627.67,7521.877,7592.306,7592.306,23339841600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-16,7616.881,7657.225,7445.233,7446.935,7446.935,26764977900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-17,7421.805,7471.419,7275.983,7395.565,7395.565,23360422600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-22,7305.079,7453.932,7298.027,7453.625,7453.625,19679453400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-23,7512.331,7543.66,7467.202,7502.839,7502.839,24115869400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-24,7490.565,7490.565,7373.285,7380.384,7380.384,23171558200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-27,7400.005,7410.467,7128.512,7170.59,7170.59,23954240700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-28,7158.62,7227.457,7155.274,7198.897,7198.897,20280056700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-29,7142.761,7161.212,6996.572,7010.219,7010.219,21057070200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-09-30,7034.694,7116.037,7034.694,7103.608,7103.608,20248261200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-08,7191.225,7198.961,7058.831,7091.336,7091.336,20546770500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-11,7102.882,7123.746,7048.873,7090.467,7090.467,19542083900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-12,7069.352,7079.705,6891.845,6952.19,6952.19,20166672300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-13,6957.729,6991.244,6887.339,6981.595,6981.595,16260465500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-14,6970.647,7033.396,6949.481,7008.333,7008.333,15476466800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-15,6996.12,7034.028,6975.24,7024.16,7024.16,17410833900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-18,7027.14,7071.87,6983.716,7068.105,7068.105,17562701400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-19,7060.775,7127.236,7051.779,7120.379,7120.379,16813576400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-20,7081.985,7154.909,7067.135,7118.796,7118.796,17051134100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-21,7127.635,7145.584,7069.451,7098.254,7098.254,16797196700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-22,7089.135,7110.657,7020.871,7026.068,7026.068,17161515100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-25,7019.022,7105.977,7003.779,7103.986,7103.986,15900460300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-26,7120.066,7155.628,7085.069,7102.434,7102.434,17503220500,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-27,7093.124,7097.857,7017.862,7048.604,7048.604,17902088700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-28,7026.294,7043.417,6930.541,6950.277,6950.277,18807533800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-10-29,6955.847,7022.754,6920.307,7022.499,7022.499,17077953300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-01,7005.069,7087.292,6993.27,7060.756,7060.756,18414299100,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-02,7061.002,7093.612,6921.85,6985.1,6985.1,19611472800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-03,6975.064,7034.092,6962.869,7017.854,7017.854,15081464800,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-04,7031.947,7073.852,7018.609,7073.852,7073.852,15265204900,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-05,7071.083,7073.852,6991.152,6991.908,6991.908,17724139200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-08,6986.496,7034.141,6984.81,7026.972,7026.972,14636085700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-09,7037.573,7087.023,7028.313,7081.754,7081.754,14169684700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-10,7061.636,7072.148,6965.863,7062.331,7062.331,16213835400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-11,7048.863,7121.922,7033.088,7119.859,7119.859,16540069300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-12,7118.993,7165.106,7112.582,7156.613,7156.613,16851342300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-15,7166.037,7176.77,7083.778,7098.213,7098.213,16114820200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-16,7083.921,7121.744,7040.507,7045.939,7045.939,16237031600,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-17,7043.633,7106.054,7033.953,7104.534,7104.534,14034710700,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-18,7108.78,7130.288,7066.489,7084.683,7084.683,16271486000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-19,7083.007,7174.251,7073.717,7169.876,7169.876,17818585400,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-22,7177.401,7259.532,7177.401,7255.074,7255.074,18052248000,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-23,7245.946,7292.917,7239.0,7261.379,7261.379,18959503300,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-24,7260.216,7278.396,7229.604,7256.112,7256.112,17767407200,000905.SS,CSI 500,China,CNY,Sina via AkShare
2021-11-25,7262.793,7262.793,7228.291,7233.542,7233.542,16406809800,000905.SS,CSI 500,China,CNY,Sina via AkShare
